NameToDisplay,Size,Brand,Marketing Group,Category,Stock(Unit1),SaleRate,MRP,Sale Rate Value,'Product',Stock(Unit2),Stock,StockUnit,Unit1,Unit2,Stock Value,IsVirtual,Status,ProdConv1,SellLoose,StockLocation,Rate
Little Baby 2537(am) ,20,Little baby,GIRLS KIDS WEAR,TOP SKIRT <,1,830,830,830,2537(am),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 2772(AM) ,24,Little baby,GIRLS KIDS WEAR,TOP SKIRT <,1,700,700,700,2772(AM),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 2832(am) ,24,Little baby,GIRLS KIDS WEAR,Frock-Leggy-Set<>,1,1115,1115,1115,2832(am),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 2832(am) ,30,Little baby,GIRLS KIDS WEAR,Frock-Leggy-Set<>,1,1205,1205,1205,2832(am),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 2916(am) ,22,Little baby,GIRLS KIDS WEAR,TOP SKIRT <,1,790,790,790,2916(am),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 2921(am) ,20,Little baby,GIRLS KIDS WEAR,Frock-Leggy<,1,800,800,800,2921(am),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 2922(am) ,22,Little baby,GIRLS KIDS WEAR,Frock-Leggy<,1,815,815,815,2922(am),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 6023 ,22,Little baby,GIRLS KIDS WEAR,coord set ,1,755,855,755,6023,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 6023 ,24,Little baby,GIRLS KIDS WEAR,coord set ,1,785,885,785,6023,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 6023 ,28,Little baby,GIRLS KIDS WEAR,coord set ,1,845,945,845,6023,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 6024 ,28,Little baby,GIRLS KIDS WEAR,coord set ,1,810,910,810,6024,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 6024 ,32,Little baby,GIRLS KIDS WEAR,coord set ,1,870,970,870,6024,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 6024 ,24,Little baby,GIRLS KIDS WEAR,coord set ,1,750,850,750,6024,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 6024 ,30,Little baby,GIRLS KIDS WEAR,coord set ,1,840,940,840,6024,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 6025 ,24,Little baby,GIRLS KIDS WEAR,coord set ,1,805,905,805,6025,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 6025 ,32,Little baby,GIRLS KIDS WEAR,coord set ,1,925,1025,925,6025,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 7030 ,18,Little baby,GIRLS KIDS WEAR,coord set ,1,620,680,620,7030,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 7030 ,16,Little baby,GIRLS KIDS WEAR,coord set ,1,600,660,600,7030,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Baby 9895(AM) ,24,Little baby,GIRLS KIDS WEAR,Frock-Gallis <,1,640,640,640,9895(AM),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Bells 1062(AM) ,26,Little bells,GIRLS KIDS WEAR,T.P.-Gallis <,1,680,680,680,1062(AM),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Bells 1543(AM) ,30,Little bells,GIRLS KIDS WEAR,Cullotes<,1,850,850,850,1543(AM),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Bells 1654(am) ,30,Little bells,GIRLS KIDS WEAR,T.P.H-Pant,1,860,860,860,1654(am),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Bells 1654(am) ,38,Little bells,GIRLS KIDS WEAR,T.P.H-Pant,1,945,945,945,1654(am),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Bells 1866(AM) ,36,Little bells,GIRLS KIDS WEAR,T.P.H-Pant,1,950,950,950,1866(AM),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Bells 1872(am) ,32,Little bells,GIRLS KIDS WEAR,T.P.H-Pant,1,910,910,910,1872(am),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Bells 1992(am) ,30,Little bells,GIRLS KIDS WEAR,T.P.H-Pant,1,825,825,825,1992(am),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Bells 2001(am) ,30,Little bells,GIRLS KIDS WEAR,T.P.H-Pant,1,820,820,820,2001(am),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Blooms 1675(SS) ,32,Little blooms,Baba Woolen Wear,SKIVI<,1,495,495,495,1675(SS),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Blooms 1675(SS) ,36,Little blooms,Baba Woolen Wear,SKIVI<,1,515,515,515,1675(SS),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Blooms 1675(SS) ,28,Little blooms,Baba Woolen Wear,SKIVI<,1,415,415,415,1675(SS),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Blooms 1675(SS) ,32,Little blooms,Baba Woolen Wear,SKIVI<,3,480,480,1440,1675(SS),3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Blooms 1675(SS) ,34,Little blooms,Baba Woolen Wear,SKIVI<,1,490,490,490,1675(SS),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Blooms 1675(SS) ,26,Little blooms,Baba Woolen Wear,SKIVI<,2,405,405,810,1675(SS),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Blooms 1675(SS) ,34,Little blooms,Baba Woolen Wear,SKIVI<,1,505,505,505,1675(SS),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Blooms 1675(SS) ,20,Little blooms,Baba Woolen Wear,SKIVI<,1,335,335,335,1675(SS),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Blooms 1810(SS) ,16,Little blooms,Baba Woolen Wear,Woolen Suit<,1,550,550,550,1810(SS),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Blooms 2408(SS) ,18,Little blooms,BABA KIDS WEAR,Pajami<,1,130,130,130,2408(SS),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Blooms 2408(SS) ,28,Little blooms,BABA KIDS WEAR,Pajami<,5,150,150,750,2408(SS),5,5,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Blooms 2408(SS) ,26,Little blooms,BABA KIDS WEAR,Pajami<,2,145,145,290,2408(SS),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Blooms 3015(ss) ,18,Little blooms,BABA KIDS WEAR,Pajami-Grip <,1,210,210,210,3015(ss),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Champion 7189 1/2/3/4/5/6/7/8/9/10,6,Little champion,BABA KIDS WEAR,Sherwani,1,840,840,840,7189,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Darlings 800/92(SS) ,S,Little darlings,Baby Woolen Wear,Frock-Falalen<,1,405,405,405,800/92(SS),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Girl plane ,24,Little girl,GIRLS KIDS WEAR,Capri-Hosiery <,2,200,200,400,plane,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Hub 67051 ,L,Little hub,BABA KIDS WEAR,Suit-Full<,1,445,445,445,67051,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Hub 67051 ,XL,Little hub,BABA KIDS WEAR,Suit-Full<,1,460,460,460,67051,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Hub 75057(am) ,0,Little hub,BABA KIDS WEAR,Gift Set<,2,295,295,590,75057(am),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Hub 76028(am) ,0,Little hub,BABA KIDS WEAR,Gift Set<,1,315,315,315,76028(am),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
little Johny 460 0,0,Little johny,BABA KIDS WEAR,Gift Set<,5,210,210,1050,460,5,5,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
little Johny 811 0,0,Little johny,BABA KIDS WEAR,Gift Set<,2,295,295,590,811,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
little stud 5501(gh) ,16,Little stud,BABA KIDS WEAR,T-Shirt-F<,1,190,190,190,5501(gh),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
little stud 5501(gh) ,20,Little stud,BABA KIDS WEAR,T-Shirt-F<,2,210,210,420,5501(gh),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
little stud 5501(gh) ,14,Little stud,BABA KIDS WEAR,T-Shirt-F<,1,180,180,180,5501(gh),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
little stud 5501(gh) ,18,Little stud,BABA KIDS WEAR,T-Shirt-F<,2,200,200,400,5501(gh),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
little stud 9103[GH] ,20,Little stud,BABA KIDS WEAR,H-Pant-Hosiery <,1,80,80,80,9103[GH],1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
little stud 9103[GH] ,18,Little stud,BABA KIDS WEAR,H-Pant-Hosiery <,4,75,75,300,9103[GH],4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
little stud 9103[GH] ,16,Little stud,BABA KIDS WEAR,H-Pant-Hosiery <,6,70,70,420,9103[GH],6,6,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Vatty 5757(dc) ,32,Little vatty,Baby Woolen Wear,Jacket<>,1,1400,1400,1400,5757(dc),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Vatty 88(DC) ,30,Little vatty,Baby Woolen Wear,Jacket<>,1,1025,1025,1025,88(DC),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little Vatty 92(DC) ,26,Little vatty,Baby Woolen Wear,Jacket<>,1,1045,1045,1045,92(DC),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleBee 501 ,22,Littlebee,GIRLS KIDS WEAR,TOP SKIRT <,1,1000,1000,1000,501,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleBee 501 ,20,Littlebee,GIRLS KIDS WEAR,TOP SKIRT <,2,975,975,1950,501,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleBee 501 ,16,Littlebee,GIRLS KIDS WEAR,TOP SKIRT <,2,925,925,1850,501,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleBee 501 ,24,Littlebee,GIRLS KIDS WEAR,TOP SKIRT <,1,1025,1025,1025,501,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleBee 501 ,18,Littlebee,GIRLS KIDS WEAR,TOP SKIRT <,1,950,950,950,501,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleBee 5161 ,24,Littlebee,GIRLS KIDS WEAR,Frock<,1,710,710,710,5161,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleBee 5201 ,16,Littlebee,GIRLS KIDS WEAR,Frock<>,2,1000,1000,2000,5201,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleBee 5201 ,20,Littlebee,GIRLS KIDS WEAR,Frock<>,2,1060,1060,2120,5201,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleBee 5201 ,26,Littlebee,GIRLS KIDS WEAR,Frock<>,1,1150,1150,1150,5201,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleBee 5201 ,22,Littlebee,GIRLS KIDS WEAR,Frock<>,2,1090,1090,2180,5201,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleBee 5272 ,18,Littlebee,GIRLS KIDS WEAR,Frock<,1,625,625,625,5272,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleBee 5272 ,22,Littlebee,GIRLS KIDS WEAR,Frock<,3,685,685,2055,5272,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleBee 5272 ,26,Littlebee,GIRLS KIDS WEAR,Frock<,2,745,745,1490,5272,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleBee 5272 ,16,Littlebee,GIRLS KIDS WEAR,Frock<,1,595,595,595,5272,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleBee 5272 ,24,Littlebee,GIRLS KIDS WEAR,Frock<,2,715,715,1430,5272,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleCollars 1054(IV) ,1,Littlecollars,BABA KIDS WEAR,Blazer Set<>,1,1145,1145,1145,1054(IV),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleCollars 1359(am) ,5,Littlecollars,BABA KIDS WEAR,Suit-Full+Jacket <>,1,1625,1625,1625,1359(am),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleCollars 1359(am) ,4,Littlecollars,BABA KIDS WEAR,Suit-Full+Jacket <>,1,1600,1600,1600,1359(am),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleCollars 1506 ,4,Littlecollars,BABA KIDS WEAR,Blazer Set<>,1,1615,1899,1615,1506,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleCollars 1506 ,6,Littlecollars,BABA KIDS WEAR,Blazer Set<>,1,1715,1899,1715,1506,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleCollars 1604 ,2,Littlecollars,BABA KIDS WEAR,Suit-Full+Jacket <>,1,1350,1450,1350,1604,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleCollars 1604 ,3,Littlecollars,BABA KIDS WEAR,Suit-Full+Jacket <>,1,1425,1525,1425,1604,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleCollars 1621 ,2,Littlecollars,BABA KIDS WEAR,Suit-Full+Jacket <>,1,1425,1525,1425,1621,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleCollars 1624 ,3,Littlecollars,BABA KIDS WEAR,Coat Suit <>,1,1675,1775,1675,1624,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleCollars 1662 ,3,Littlecollars,BABA KIDS WEAR,Suit-Full+Jacket <>,1,1550,1650,1550,1662,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Littleista 1440(sgf) ,20,Littleista,GIRLS KIDS WEAR,Frock-Cotton <,1,730,730,730,1440(sgf),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Littleista 1440(sgf) ,24,Littleista,GIRLS KIDS WEAR,Frock-Cotton <,1,790,790,790,1440(sgf),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittlePride 5618(aj) ,26,Littlepride,Baby Woolen Wear,Suede P/O<,1,715,715,715,5618(aj),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittlePride 5627(aj) ,26,Littlepride,Baby Woolen Wear,Suede P/O<,1,640,640,640,5627(aj),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittlePride 5627(aj) ,30,Littlepride,Baby Woolen Wear,Suede P/O<,2,680,680,1360,5627(aj),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittlePride 5627(aj) ,32,Littlepride,Baby Woolen Wear,Suede P/O<,1,700,700,700,5627(aj),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittlePride 5627(aj) ,28,Littlepride,Baby Woolen Wear,Suede P/O<,1,660,660,660,5627(aj),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittlePrincess 4003(SV) ,20,Littleprincess,Baby Woolen Wear,Woolen Frock,2,690,690,1380,4003(SV),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleRose 032 ,16,Littlerose,GIRLS KIDS WEAR,Frock<,1,1080,1080,1080,32,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little's[GH] 5081 ,2,Little's[gh],GIRLS KIDS WEAR,TOP SKIRT <,1,580,580,580,5081,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Little's[GH] 5086 ,0,Little's[gh],GIRLS KIDS WEAR,TOP SKIRT <,1,525,525,525,5086,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
LittleShashvi 1050(a) ,24,Littleshashvi,GIRLS KIDS WEAR,Lancha<>,1,1985,1985,1985,1050(a),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
live fashion 7682(SG) free,free,Live fashion,GIRLS WEAR,Middy Frock<>,1,1470,1470,1470,7682(SG),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Logus 647 ,XXL,Logus,GIRLS WEAR,Top-Shirt<,1,585,655,585,647,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Logus 647 ,M,Logus,GIRLS WEAR,Top-Shirt<,1,585,655,585,647,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Logus 649 ,XXL,Logus,GIRLS WEAR,Top-Shirt<,1,585,655,585,649,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Logus 650(lax) ,L,Logus,GIRLS WEAR,Top-Shirt<,2,595,780,1190,650(lax),2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Logus 650(lax) ,XL,Logus,GIRLS WEAR,Top-Shirt<,1,595,780,595,650(lax),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Logus 658(lax) ,XL,Logus,GIRLS WEAR,Top-Shirt<,1,645,830,645,658(lax),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 1005(sga) ,42,Look,GIRLS KIDS WEAR,TOP<,1,530,530,530,1005(sga),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 1005(sga) ,32,Look,GIRLS KIDS WEAR,TOP<,1,445,445,445,1005(sga),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 11313(sga) ,28,Look,GIRLS KIDS WEAR,TOP<,1,270,270,270,11313(sga),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 1234(sga) ,30,Look,GIRLS KIDS WEAR,TOP<,1,580,580,580,1234(sga),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 1234(sga) ,24,Look,GIRLS KIDS WEAR,TOP<,1,520,520,520,1234(sga),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 2322(sga) ,42,Look,GIRLS KIDS WEAR,TOP<,1,345,345,345,2322(sga),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 2-49(sga) ,30,Look,GIRLS KIDS WEAR,TOP<,1,240,240,240,2-49(sga),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 2-49(sga) ,32,Look,GIRLS KIDS WEAR,TOP<,1,255,255,255,2-49(sga),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 3405 ,24,Look,GIRLS KIDS WEAR,Cullotes<>,1,1175,1175,1175,3405,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 3405 ,26,Look,GIRLS KIDS WEAR,Cullotes<>,2,1225,1225,2450,3405,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 3555 ,32,Look,GIRLS KIDS WEAR,Cullotes<>,1,1415,1415,1415,3555,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 3620 ,26,Look,GIRLS KIDS WEAR,Cullotes-Dhoti<>,1,1170,1170,1170,3620,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 3825 ,34,Look,GIRLS KIDS WEAR,Cullotes<>,1,1325,1325,1325,3825,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 60557 ,32,Look,GIRLS KIDS WEAR,Frock<,1,1340,1340,1340,60557,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 86088(sga) ,30,Look,GIRLS KIDS WEAR,TOP<,1,505,505,505,86088(sga),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Look 92034(sga) ,24,Look,GIRLS KIDS WEAR,TOP<,1,440,440,440,92034(sga),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 1050(sgG) ,XXL,Lory,GIRLS WEAR,Top-T-Shirt <,1,465,465,465,1050(sgG),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 1050(sgG) ,XL,Lory,GIRLS WEAR,Top-T-Shirt <,1,450,450,450,1050(sgG),1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 109 ,34,Lory,Baby Woolen Wear,Suede P/O<,2,490,530,980,109,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 109 ,20,Lory,Baby Woolen Wear,Suede P/O<,4,385,425,1540,109,4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 109 ,22,Lory,Baby Woolen Wear,Suede P/O<,3,400,440,1200,109,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 109 ,26,Lory,Baby Woolen Wear,Suede P/O<,4,430,470,1720,109,4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 109 ,28,Lory,Baby Woolen Wear,Suede P/O<,3,445,485,1335,109,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 109 ,36,Lory,Baby Woolen Wear,Suede P/O<,3,505,545,1515,109,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 109 ,24,Lory,Baby Woolen Wear,Suede P/O<,4,415,455,1660,109,4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 109 ,32,Lory,Baby Woolen Wear,Suede P/O<,1,475,515,475,109,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 109 ,30,Lory,Baby Woolen Wear,Suede P/O<,5,460,500,2300,109,5,5,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 118 ,36,Lory,Baby Woolen Wear,Suede P/O<,1,535,585,535,118,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 118 ,20,Lory,Baby Woolen Wear,Suede P/O<,2,415,465,830,118,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 118 ,28,Lory,Baby Woolen Wear,Suede P/O<,2,475,525,950,118,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 118 ,22,Lory,Baby Woolen Wear,Suede P/O<,1,430,480,430,118,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 118 ,30,Lory,Baby Woolen Wear,Suede P/O<,3,490,540,1470,118,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 118 ,32,Lory,Baby Woolen Wear,Suede P/O<,1,505,555,505,118,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 118 ,34,Lory,Baby Woolen Wear,Suede P/O<,2,520,570,1040,118,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 123 ,36,Lory,Baby Woolen Wear,Lower<,3,305,345,915,123,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 123 ,26,Lory,Baby Woolen Wear,Lower<,3,255,295,765,123,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 123 ,34,Lory,Baby Woolen Wear,Lower<,6,295,335,1770,123,6,6,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 123 ,24,Lory,Baby Woolen Wear,Lower<,2,245,285,490,123,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 123 ,30,Lory,Baby Woolen Wear,Lower<,2,275,315,550,123,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 123 ,32,Lory,Baby Woolen Wear,Lower<,2,285,325,570,123,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 124 ,36,Lory,Baby Woolen Wear,Lower<,1,375,415,375,124,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 124 ,26,Lory,Baby Woolen Wear,Lower<,3,325,365,975,124,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 124 ,34,Lory,Baby Woolen Wear,Lower<,1,365,405,365,124,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 124 ,32,Lory,Baby Woolen Wear,Lower<,3,355,395,1065,124,3,3,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 124 ,22,Lory,Baby Woolen Wear,Lower<,1,305,345,305,124,1,1,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 131 ,26,Lory,Baby Woolen Wear,Suede P/O<,5,445,485,2225,131,5,5,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 131 ,36,Lory,Baby Woolen Wear,Suede P/O<,4,545,585,2180,131,4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 131 ,30,Lory,Baby Woolen Wear,Suede P/O<,2,485,525,970,131,2,2,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 131 ,24,Lory,Baby Woolen Wear,Suede P/O<,4,425,465,1700,131,4,4,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
Lory 131 ,20,Lory,Baby Woolen Wear,Suede P/O<,6,385,425,2310,131,6,6,Pack,Pack,PCS,0,FALSE,C,1,FALSE,Head Office,0
